county,fair,year,apple_type,apple_totals
Aroostook ,North Aroostook Fair (AKO1),1895,McIntosh Red,52
Aroostook ,North Aroostook Fair (AKO1),1895,Monroe Sweet,52
Aroostook ,North Aroostook Fair (AKO1),1895,Montreal Peach,52
Aroostook ,North Aroostook Fair (AKO1),1895,Mother,52
Aroostook ,North Aroostook Fair (AKO1),1895,Nonsuch,52
Aroostook ,North Aroostook Fair (AKO1),1895,Northfield Beauty,52
Aroostook ,North Aroostook Fair (AKO1),1895,Peabody Greening,52
Aroostook ,North Aroostook Fair (AKO1),1895,Peabody's Sweet,52
Aroostook ,North Aroostook Fair (AKO1),1895,Peach Apple,52
Aroostook ,North Aroostook Fair (AKO1),1895,Peewankee,52
Aroostook ,North Aroostook Fair (AKO1),1895,Points,52
Aroostook ,North Aroostook Fair (AKO1),1895,Pomagree,52
Aroostook ,North Aroostook Fair (AKO1),1895,Porter,52
Aroostook ,North Aroostook Fair (AKO1),1895,Red Astrachan,52
Aroostook ,North Aroostook Fair (AKO1),1895,Russian No. 27 M.,52
Aroostook ,North Aroostook Fair (AKO1),1895,Sops of Wine,52
Aroostook ,North Aroostook Fair (AKO1),1895,St. Lawrence,52
Aroostook ,North Aroostook Fair (AKO1),1895,Tallman Sweet,52
Aroostook ,North Aroostook Fair (AKO1),1895,Tetofsky,52
Aroostook ,North Aroostook Fair (AKO1),1895,Volkie,52
Aroostook ,North Aroostook Fair (AKO1),1895,Walbridge,52
Aroostook ,North Aroostook Fair (AKO1),1895,Wealthy,52
Aroostook ,North Aroostook Fair (AKO1),1895,White Astrachan,52
Aroostook ,North Aroostook Fair (AKO1),1895,Winter Greening,52
Aroostook ,North Aroostook Fair (AKO1),1895,Winter Sweet,52
Aroostook ,North Aroostook Fair (AKO1),1895,Wolf River,52
Aroostook ,North Aroostook Fair (AKO1),1895,Yellow Bell Flower,52
Aroostook ,North Aroostook Fair (AKO1),1895,Yellow Transparent,52
Aroostook ,North Aroostook Fair (AKO1),1896,Dudley's Winter,7
Aroostook ,North Aroostook Fair (AKO1),1896,Gideon,7
Aroostook ,North Aroostook Fair (AKO1),1896,Northfield Beauty,7
Aroostook ,North Aroostook Fair (AKO1),1896,Pearl,7
Aroostook ,North Aroostook Fair (AKO1),1896,Scott's Winter,7
Aroostook ,North Aroostook Fair (AKO1),1896,Smith's Fameuse Seedling,7
Aroostook ,North Aroostook Fair (AKO1),1896,Smith's Sweet,7
Aroostook ,North Aroostook Fair (AKO1),1897,Alexander,12
Aroostook ,North Aroostook Fair (AKO1),1897,Autumn Strawberry,12
Aroostook ,North Aroostook Fair (AKO1),1897,Duchess of Oldenburg,12
Aroostook ,North Aroostook Fair (AKO1),1897,Dudley's Winter,12
Aroostook ,North Aroostook Fair (AKO1),1897,Early Scarlet,12
Aroostook ,North Aroostook Fair (AKO1),1897,Fameuse,12
Aroostook ,North Aroostook Fair (AKO1),1897,Longfield,12
Aroostook ,North Aroostook Fair (AKO1),1897,Montreal Peach,12
Aroostook ,North Aroostook Fair (AKO1),1897,Red Astrachan,12
Aroostook ,North Aroostook Fair (AKO1),1897,Tetofsky,12
Aroostook ,North Aroostook Fair (AKO1),1897,Wealthy,12
Aroostook ,North Aroostook Fair (AKO1),1897,Yellow Transparent,12
Aroostook ,North Aroostook Fair (AKO1),1898,Alexander,18
Aroostook ,North Aroostook Fair (AKO1),1898,Autumn Strawberry,18
Aroostook ,North Aroostook Fair (AKO1),1898,Duchess of Oldenburg,18
Aroostook ,North Aroostook Fair (AKO1),1898,Dudley's Winter,18
Aroostook ,North Aroostook Fair (AKO1),1898,Early Scarlet,18
Aroostook ,North Aroostook Fair (AKO1),1898,Early Sweet,18
Aroostook ,North Aroostook Fair (AKO1),1898,Fameuse,18
Aroostook ,North Aroostook Fair (AKO1),1898,Ladies' Sweet,18
Aroostook ,North Aroostook Fair (AKO1),1898,Longfield,18
Aroostook ,North Aroostook Fair (AKO1),1898,McIntosh Red,18
Aroostook ,North Aroostook Fair (AKO1),1898,Monroe Sweet,18
Aroostook ,North Aroostook Fair (AKO1),1898,Montreal Peach,18
Aroostook ,North Aroostook Fair (AKO1),1898,Red Astrachan,18
Aroostook ,North Aroostook Fair (AKO1),1898,Rolfe,18
Aroostook ,North Aroostook Fair (AKO1),1898,Tetofsky,18
Aroostook ,North Aroostook Fair (AKO1),1898,Walbridge,18
Aroostook ,North Aroostook Fair (AKO1),1898,Wealthy,18
Aroostook ,North Aroostook Fair (AKO1),1898,Yellow Transparent,18
Aroostook ,North Aroostook Fair (AKO1),1899,Alexander,18
Aroostook ,North Aroostook Fair (AKO1),1899,Autumn Strawberry,18
Aroostook ,North Aroostook Fair (AKO1),1899,Duchess of Oldenburg,18
Aroostook ,North Aroostook Fair (AKO1),1899,Dudley's Winter,18
Aroostook ,North Aroostook Fair (AKO1),1899,Early Scarlet,18
Aroostook ,North Aroostook Fair (AKO1),1899,Early Sweet,18
Aroostook ,North Aroostook Fair (AKO1),1899,Fameuse,18
Aroostook ,North Aroostook Fair (AKO1),1899,Ladies' Sweet,18
Aroostook ,North Aroostook Fair (AKO1),1899,Longfield,18
Aroostook ,North Aroostook Fair (AKO1),1899,McIntosh Red,18
Aroostook ,North Aroostook Fair (AKO1),1899,Monroe Sweet,18
Aroostook ,North Aroostook Fair (AKO1),1899,Montreal Peach,18
Aroostook ,North Aroostook Fair (AKO1),1899,Red Astrachan,18
Aroostook ,North Aroostook Fair (AKO1),1899,Rolfe,18
Aroostook ,North Aroostook Fair (AKO1),1899,Tetofsky,18
Aroostook ,North Aroostook Fair (AKO1),1899,Walbridge,18
Aroostook ,North Aroostook Fair (AKO1),1899,Wealthy,18
Aroostook ,North Aroostook Fair (AKO1),1899,Yellow Transparent,18
Aroostook ,North Aroostook Fair (AKO1),1900,Alexander,18
Aroostook ,North Aroostook Fair (AKO1),1900,Autumn Strawberry,18
Aroostook ,North Aroostook Fair (AKO1),1900,Duchess of Oldenburg,18
Aroostook ,North Aroostook Fair (AKO1),1900,Dudley's Winter,18
Aroostook ,North Aroostook Fair (AKO1),1900,Early Scarlet,18
Aroostook ,North Aroostook Fair (AKO1),1900,Early Sweet,18
Aroostook ,North Aroostook Fair (AKO1),1900,Fameuse,18
Aroostook ,North Aroostook Fair (AKO1),1900,Ladies' Sweet,18
Aroostook ,North Aroostook Fair (AKO1),1900,Longfield,18
Aroostook ,North Aroostook Fair (AKO1),1900,McIntosh Red,18
Aroostook ,North Aroostook Fair (AKO1),1900,Monroe Sweet,18
Aroostook ,North Aroostook Fair (AKO1),1900,Montreal Peach,18
Aroostook ,North Aroostook Fair (AKO1),1900,Red Astrachan,18
Aroostook ,North Aroostook Fair (AKO1),1900,Rolfe,18
Aroostook ,North Aroostook Fair (AKO1),1900,Tetofsky,18
Aroostook ,North Aroostook Fair (AKO1),1900,Walbridge,18
Aroostook ,North Aroostook Fair (AKO1),1900,Wealthy,18
Aroostook ,North Aroostook Fair (AKO1),1900,Yellow Transparent,18
Aroostook ,North Aroostook Fair (AKO1),1901,Alexander,17
Aroostook ,North Aroostook Fair (AKO1),1901,Autumn Strawberry,17
Aroostook ,North Aroostook Fair (AKO1),1901,Duchess of Oldenburg,17
Aroostook ,North Aroostook Fair (AKO1),1901,Dudley's Winter,17
Aroostook ,North Aroostook Fair (AKO1),1901,Early Scarlet,17
Aroostook ,North Aroostook Fair (AKO1),1901,Fameuse,17
Aroostook ,North Aroostook Fair (AKO1),1901,Ladies' Sweet,17
Aroostook ,North Aroostook Fair (AKO1),1901,Longfield,17
Aroostook ,North Aroostook Fair (AKO1),1901,McIntosh Red,17
Aroostook ,North Aroostook Fair (AKO1),1901,Monroe Sweet,17
Aroostook ,North Aroostook Fair (AKO1),1901,Montreal Peach,17
Aroostook ,North Aroostook Fair (AKO1),1901,Red Astrachan,17
Aroostook ,North Aroostook Fair (AKO1),1901,Rolfe,17
Aroostook ,North Aroostook Fair (AKO1),1901,Tetofsky,17
Aroostook ,North Aroostook Fair (AKO1),1901,Walbridge,17
Aroostook ,North Aroostook Fair (AKO1),1901,Wealthy,17
Aroostook ,North Aroostook Fair (AKO1),1901,Yellow Transparent,17
Aroostook ,North Aroostook Fair (AKO1),1902,Alexander,18
Aroostook ,North Aroostook Fair (AKO1),1902,Autumn Strawberry,18
Aroostook ,North Aroostook Fair (AKO1),1902,Duchess of Oldenburg,18
Aroostook ,North Aroostook Fair (AKO1),1902,Dudley's Winter,18
Aroostook ,North Aroostook Fair (AKO1),1902,Early Scarlet,18
Aroostook ,North Aroostook Fair (AKO1),1902,Early Sweet,18
Aroostook ,North Aroostook Fair (AKO1),1902,Fameuse,18
Aroostook ,North Aroostook Fair (AKO1),1902,Ladies' Sweet,18
Aroostook ,North Aroostook Fair (AKO1),1902,Longfield,18
Aroostook ,North Aroostook Fair (AKO1),1902,McIntosh Red,18
Aroostook ,North Aroostook Fair (AKO1),1902,Monroe Sweet,18
Aroostook ,North Aroostook Fair (AKO1),1902,Montreal Peach,18
Aroostook ,North Aroostook Fair (AKO1),1902,Red Astrachan,18
Aroostook ,North Aroostook Fair (AKO1),1902,Rolfe,18
Aroostook ,North Aroostook Fair (AKO1),1902,Tetofsky,18
Aroostook ,North Aroostook Fair (AKO1),1902,Walbridge,18
Aroostook ,North Aroostook Fair (AKO1),1902,Wealthy,18
Aroostook ,North Aroostook Fair (AKO1),1902,Yellow Transparent,18
Aroostook ,North Aroostook Fair (AKO1),1903,Alexander,17
Aroostook ,North Aroostook Fair (AKO1),1903,Autumn Strawberry,17
Aroostook ,North Aroostook Fair (AKO1),1903,Duchess of Oldenburg,17
Aroostook ,North Aroostook Fair (AKO1),1903,Dudley's Winter,17
Aroostook ,North Aroostook Fair (AKO1),1903,Early Scarlet,17
Aroostook ,North Aroostook Fair (AKO1),1903,Early Sweet,17
Aroostook ,North Aroostook Fair (AKO1),1903,Fameuse,17
Aroostook ,North Aroostook Fair (AKO1),1903,Ladies' Sweet,17
Aroostook ,North Aroostook Fair (AKO1),1903,Longfield,17
Aroostook ,North Aroostook Fair (AKO1),1903,McIntosh Red,17
Aroostook ,North Aroostook Fair (AKO1),1903,Monroe Sweet,17
Aroostook ,North Aroostook Fair (AKO1),1903,Montreal Peach,17
Aroostook ,North Aroostook Fair (AKO1),1903,Red Astrachan,17
Aroostook ,North Aroostook Fair (AKO1),1903,Tetofsky,17
Aroostook ,North Aroostook Fair (AKO1),1903,Walbridge,17
Aroostook ,North Aroostook Fair (AKO1),1903,Wealthy,17
Aroostook ,North Aroostook Fair (AKO1),1903,Yellow Transparent,17
Aroostook ,North Aroostook Fair (AKO1),1904,Alexander,21
Aroostook ,North Aroostook Fair (AKO1),1904,Arctic,21
Aroostook ,North Aroostook Fair (AKO1),1904,Autumn Strawberry,21
Aroostook ,North Aroostook Fair (AKO1),1904,Duchess of Oldenburg,21
Aroostook ,North Aroostook Fair (AKO1),1904,Dudley's Winter,21
Aroostook ,North Aroostook Fair (AKO1),1904,Early Scarlet,21
Aroostook ,North Aroostook Fair (AKO1),1904,Early Sweet,21
Aroostook ,North Aroostook Fair (AKO1),1904,Fameuse,21
Aroostook ,North Aroostook Fair (AKO1),1904,Hayford's Sweet,21
Aroostook ,North Aroostook Fair (AKO1),1904,Ladies' Sweet,21
Aroostook ,North Aroostook Fair (AKO1),1904,Longfield,21
Aroostook ,North Aroostook Fair (AKO1),1904,McIntosh Red,21
Aroostook ,North Aroostook Fair (AKO1),1904,Monroe Sweet,21
Aroostook ,North Aroostook Fair (AKO1),1904,Montreal Peach,21
Aroostook ,North Aroostook Fair (AKO1),1904,Red Astrachan,21
Aroostook ,North Aroostook Fair (AKO1),1904,Rolfe,21
Aroostook ,North Aroostook Fair (AKO1),1904,Sops of Wine,21
Aroostook ,North Aroostook Fair (AKO1),1904,Tetofsky,21
Aroostook ,North Aroostook Fair (AKO1),1904,Walbridge,21
Aroostook ,North Aroostook Fair (AKO1),1904,Wealthy,21
Aroostook ,North Aroostook Fair (AKO1),1904,Yellow Transparent,21
Aroostook ,Northern Maine Fair (AK02),1905,Alexander,21
Aroostook ,Northern Maine Fair (AK02),1905,Arctic,21
Aroostook ,Northern Maine Fair (AK02),1905,Autumn Strawberry,21
Aroostook ,Northern Maine Fair (AK02),1905,Duchess,21
Aroostook ,Northern Maine Fair (AK02),1905,Dudley's Winter,21
Aroostook ,Northern Maine Fair (AK02),1905,Early Scarlet,21
Aroostook ,Northern Maine Fair (AK02),1905,Early Sweet,21
Aroostook ,Northern Maine Fair (AK02),1905,Fameuse,21
Aroostook ,Northern Maine Fair (AK02),1905,Hayford's Sweet,21
Aroostook ,Northern Maine Fair (AK02),1905,Ladies' Sweet,21
Aroostook ,Northern Maine Fair (AK02),1905,Longfield,21
Aroostook ,Northern Maine Fair (AK02),1905,McIntosh Red,21
Aroostook ,Northern Maine Fair (AK02),1905,Monroe Sweet,21
Aroostook ,Northern Maine Fair (AK02),1905,Montreal Peach,21
Aroostook ,Northern Maine Fair (AK02),1905,New Brunswick Greening,21
Aroostook ,Northern Maine Fair (AK02),1905,Red Astrachan,21
Aroostook ,Northern Maine Fair (AK02),1905,Sops of Wine,21
Aroostook ,Northern Maine Fair (AK02),1905,Tetofsky,21
Aroostook ,Northern Maine Fair (AK02),1905,Walbridge,21
Aroostook ,Northern Maine Fair (AK02),1905,Wealthy,21
Aroostook ,Northern Maine Fair (AK02),1905,Yellow Transparent,21
Aroostook ,Northern Maine Fair (AK02),1906,Alexander,22
Aroostook ,Northern Maine Fair (AK02),1906,Arctic,22
Aroostook ,Northern Maine Fair (AK02),1906,Autumn Strawberry,22
Aroostook ,Northern Maine Fair (AK02),1906,Duchess,22
Aroostook ,Northern Maine Fair (AK02),1906,Dudley's Winter,22
Aroostook ,Northern Maine Fair (AK02),1906,Early Scarlet,22
Aroostook ,Northern Maine Fair (AK02),1906,Early Sweet,22
Aroostook ,Northern Maine Fair (AK02),1906,Fameuse,22
Aroostook ,Northern Maine Fair (AK02),1906,Hayford's Sweet,22
Aroostook ,Northern Maine Fair (AK02),1906,Ladies' Sweet,22
Aroostook ,Northern Maine Fair (AK02),1906,Longfield,22
Aroostook ,Northern Maine Fair (AK02),1906,McIntosh Red,22
Aroostook ,Northern Maine Fair (AK02),1906,Monroe Sweet,22
Aroostook ,Northern Maine Fair (AK02),1906,Montreal Peach,22
Aroostook ,Northern Maine Fair (AK02),1906,New Brunswick Greening,22
Aroostook ,Northern Maine Fair (AK02),1906,Red Astrachan,22
Aroostook ,Northern Maine Fair (AK02),1906,Rolfe,22
Aroostook ,Northern Maine Fair (AK02),1906,Sops of Wine,22
Aroostook ,Northern Maine Fair (AK02),1906,Tetofsky,22
Aroostook ,Northern Maine Fair (AK02),1906,Walbridge,22
Aroostook ,Northern Maine Fair (AK02),1906,Wealthy,22
Aroostook ,Northern Maine Fair (AK02),1906,Yellow Transparent,22
Aroostook ,Northern Maine Fair (AK02),1907,Alexander,22
Aroostook ,Northern Maine Fair (AK02),1907,Araboskoe,22
Aroostook ,Northern Maine Fair (AK02),1907,Arctic,22
Aroostook ,Northern Maine Fair (AK02),1907,Autumn Strawberry,22
Aroostook ,Northern Maine Fair (AK02),1907,Duchess,22
Aroostook ,Northern Maine Fair (AK02),1907,Dudley's Winter,22
Aroostook ,Northern Maine Fair (AK02),1907,Early Scarlet,22
Aroostook ,Northern Maine Fair (AK02),1907,Early Sweet,22
Aroostook ,Northern Maine Fair (AK02),1907,Fameuse,22
Aroostook ,Northern Maine Fair (AK02),1907,Ladies' Sweet,22
Aroostook ,Northern Maine Fair (AK02),1907,Longfield,22
Aroostook ,Northern Maine Fair (AK02),1907,McIntosh Red,22
Aroostook ,Northern Maine Fair (AK02),1907,Monroe Sweet,22
Aroostook ,Northern Maine Fair (AK02),1907,Montreal Peach,22
Aroostook ,Northern Maine Fair (AK02),1907,New Brunswick Greening,22
Aroostook ,Northern Maine Fair (AK02),1907,Red Astrachan,22
Aroostook ,Northern Maine Fair (AK02),1907,Rolfe,22
Aroostook ,Northern Maine Fair (AK02),1907,Sops of Wine,22
Aroostook ,Northern Maine Fair (AK02),1907,Tetofsky,22
Aroostook ,Northern Maine Fair (AK02),1907,Walbridge,22
Aroostook ,Northern Maine Fair (AK02),1907,Wealthy,22
Aroostook ,Northern Maine Fair (AK02),1907,Yellow Transparent,22
Aroostook ,Northern Maine Fair (AK02),1908,Alexander,21
Aroostook ,Northern Maine Fair (AK02),1908,Araboskoe,21
Aroostook ,Northern Maine Fair (AK02),1908,Arctic,21
Aroostook ,Northern Maine Fair (AK02),1908,Autumn Strawberry,21
Aroostook ,Northern Maine Fair (AK02),1908,Duchess,21
Aroostook ,Northern Maine Fair (AK02),1908,Dudley's Winter,21
Aroostook ,Northern Maine Fair (AK02),1908,Early Scarlet,21
Aroostook ,Northern Maine Fair (AK02),1908,Early Sweet,21
Aroostook ,Northern Maine Fair (AK02),1908,Fameuse,21
Aroostook ,Northern Maine Fair (AK02),1908,Hubbardston Nonesuch,21
Aroostook ,Northern Maine Fair (AK02),1908,Ladies' Sweet,21
Aroostook ,Northern Maine Fair (AK02),1908,Longfield,21
Aroostook ,Northern Maine Fair (AK02),1908,Monroe Sweet,21
Aroostook ,Northern Maine Fair (AK02),1908,Montreal Peach,21
Aroostook ,Northern Maine Fair (AK02),1908,New Brunswick Greening,21
Aroostook ,Northern Maine Fair (AK02),1908,Red Astrachan,21
Aroostook ,Northern Maine Fair (AK02),1908,Sops of Wine,21
Aroostook ,Northern Maine Fair (AK02),1908,Tetofsky,21
Aroostook ,Northern Maine Fair (AK02),1908,Walbridge,21
Aroostook ,Northern Maine Fair (AK02),1908,Wealthy,21
Aroostook ,Northern Maine Fair (AK02),1908,Yellow Transparent,21
Aroostook ,Northern Maine Fair (AK02),1909,Alexander,22
Aroostook ,Northern Maine Fair (AK02),1909,Araboskoe,22
Aroostook ,Northern Maine Fair (AK02),1909,Arctic,22
Aroostook ,Northern Maine Fair (AK02),1909,Autumn Strawberry,22
Aroostook ,Northern Maine Fair (AK02),1909,Duchess,22
Aroostook ,Northern Maine Fair (AK02),1909,Dudley's Winter,22
Aroostook ,Northern Maine Fair (AK02),1909,Early Scarlet,22
Aroostook ,Northern Maine Fair (AK02),1909,Fameuse,22
Aroostook ,Northern Maine Fair (AK02),1909,Hayford's Sweet,22
Aroostook ,Northern Maine Fair (AK02),1909,Ladies' Sweet,22
Aroostook ,Northern Maine Fair (AK02),1909,Longfield,22
Aroostook ,Northern Maine Fair (AK02),1909,McIntosh Red,22
Aroostook ,Northern Maine Fair (AK02),1909,Monroe Sweet,22
Aroostook ,Northern Maine Fair (AK02),1909,Montreal Peach,22
Aroostook ,Northern Maine Fair (AK02),1909,New Brunswick Greening,22
Aroostook ,Northern Maine Fair (AK02),1909,Penankee,22
Aroostook ,Northern Maine Fair (AK02),1909,Red Astrachan,22
Aroostook ,Northern Maine Fair (AK02),1909,Sops of Wine,22
Aroostook ,Northern Maine Fair (AK02),1909,Tetofsky,22
Aroostook ,Northern Maine Fair (AK02),1909,Walbridge,22
Aroostook ,Northern Maine Fair (AK02),1909,Wealthy,22
Aroostook ,Northern Maine Fair (AK02),1909,Yellow Transparent,22
Aroostook ,Northern Maine Fair (AK02),1910,Alexander,24
Aroostook ,Northern Maine Fair (AK02),1910,Araboskoe,24
Aroostook ,Northern Maine Fair (AK02),1910,Arctic,24
Aroostook ,Northern Maine Fair (AK02),1910,Duchess,24
Aroostook ,Northern Maine Fair (AK02),1910,Dudley's Winter,24
Aroostook ,Northern Maine Fair (AK02),1910,Early Scarlet,24
Aroostook ,Northern Maine Fair (AK02),1910,Early Sweet,24
Aroostook ,Northern Maine Fair (AK02),1910,Fameuse,24
Aroostook ,Northern Maine Fair (AK02),1910,Hayford's Sweet,24
Aroostook ,Northern Maine Fair (AK02),1910,Jacobs Sweet,24
Aroostook ,Northern Maine Fair (AK02),1910,Ladies' Sweet,24
Aroostook ,Northern Maine Fair (AK02),1910,Longfield,24
Aroostook ,Northern Maine Fair (AK02),1910,McIntosh Red,24
Aroostook ,Northern Maine Fair (AK02),1910,Monroe Sweet,24
Aroostook ,Northern Maine Fair (AK02),1910,Montreal Peach,24
Aroostook ,Northern Maine Fair (AK02),1910,New Brunswick Greening,24
Aroostook ,Northern Maine Fair (AK02),1910,Penankee,24
Aroostook ,Northern Maine Fair (AK02),1910,Red Astrachan,24
Aroostook ,Northern Maine Fair (AK02),1910,Sops of Wine,24
Aroostook ,Northern Maine Fair (AK02),1910,Tetofsky,24
Aroostook ,Northern Maine Fair (AK02),1910,Wealthy,24
Aroostook ,Northern Maine Fair (AK02),1910,Willow Belflower,24
Aroostook ,Northern Maine Fair (AK02),1910,Wolf River,24
Aroostook ,Northern Maine Fair (AK02),1910,Yellow Transparent,24
Aroostook ,Northern Maine Fair (AK02),1911,Alexander,28
Aroostook ,Northern Maine Fair (AK02),1911,Araboskoe,28
Aroostook ,Northern Maine Fair (AK02),1911,Arctic,28
Aroostook ,Northern Maine Fair (AK02),1911,Autumn Strawberry,28
Aroostook ,Northern Maine Fair (AK02),1911,Duchess,28
Aroostook ,Northern Maine Fair (AK02),1911,Dudley's Winter,28
Aroostook ,Northern Maine Fair (AK02),1911,Early Scarlet,28
Aroostook ,Northern Maine Fair (AK02),1911,Early Sweet,28
Aroostook ,Northern Maine Fair (AK02),1911,Fameuse,28
Aroostook ,Northern Maine Fair (AK02),1911,Hayford's Sweet,28
Aroostook ,Northern Maine Fair (AK02),1911,Hubbardston Nonesuch,28
Aroostook ,Northern Maine Fair (AK02),1911,Jacobs Sweet,28
Aroostook ,Northern Maine Fair (AK02),1911,Ladies' Sweet,28
Aroostook ,Northern Maine Fair (AK02),1911,Longfield,28
Aroostook ,Northern Maine Fair (AK02),1911,McIntosh Red,28
Aroostook ,Northern Maine Fair (AK02),1911,Monroe Sweet,28
Aroostook ,Northern Maine Fair (AK02),1911,Montreal Peach,28
Aroostook ,Northern Maine Fair (AK02),1911,New Brunswick Greening,28
Aroostook ,Northern Maine Fair (AK02),1911,Penankee,28
Aroostook ,Northern Maine Fair (AK02),1911,Quebec Sweet,28
Aroostook ,Northern Maine Fair (AK02),1911,Red Astrachan,28
Aroostook ,Northern Maine Fair (AK02),1911,Sops of Wine,28
Aroostook ,Northern Maine Fair (AK02),1911,Tetofsky,28
Aroostook ,Northern Maine Fair (AK02),1911,Walbridge,28
Aroostook ,Northern Maine Fair (AK02),1911,Wealthy,28
Aroostook ,Northern Maine Fair (AK02),1911,Wolf River,28
Aroostook ,Northern Maine Fair (AK02),1911,Yellow Bellflower,28
Aroostook ,Northern Maine Fair (AK02),1911,Yellow Transparent,28
Aroostook ,Northern Maine Fair (AK02),1912,Alexander,23
Aroostook ,Northern Maine Fair (AK02),1912,Araboskoe,23
Aroostook ,Northern Maine Fair (AK02),1912,Arctic,23
Aroostook ,Northern Maine Fair (AK02),1912,Duchess,23
Aroostook ,Northern Maine Fair (AK02),1912,Dudley's Winter,23
Aroostook ,Northern Maine Fair (AK02),1912,Early Scarlet,23
Aroostook ,Northern Maine Fair (AK02),1912,Early Sweet,23
Aroostook ,Northern Maine Fair (AK02),1912,Fameuse,23
Aroostook ,Northern Maine Fair (AK02),1912,Hayford's Sweet,23
Aroostook ,Northern Maine Fair (AK02),1912,Jacobs Sweet,23
Aroostook ,Northern Maine Fair (AK02),1912,Ladies' Sweet,23
Aroostook ,Northern Maine Fair (AK02),1912,Longfield,23
Aroostook ,Northern Maine Fair (AK02),1912,McIntosh Red,23
Aroostook ,Northern Maine Fair (AK02),1912,Monroe Sweet,23
Aroostook ,Northern Maine Fair (AK02),1912,Montreal Peach,23
Aroostook ,Northern Maine Fair (AK02),1912,New Brunswick Greening,23
Aroostook ,Northern Maine Fair (AK02),1912,Quebec Sweet,23
Aroostook ,Northern Maine Fair (AK02),1912,Red Astrachan,23
Aroostook ,Northern Maine Fair (AK02),1912,Sops of Wine,23
Aroostook ,Northern Maine Fair (AK02),1912,Walbridge,23
Aroostook ,Northern Maine Fair (AK02),1912,Wealthy,23
Aroostook ,Northern Maine Fair (AK02),1912,Wolf River,23
Aroostook ,Northern Maine Fair (AK02),1912,Yellow Bellflower,23
Aroostook ,Northern Maine Fair (AK02),1913,Alexander,21
Aroostook ,Northern Maine Fair (AK02),1913,Araboskoe,21
Aroostook ,Northern Maine Fair (AK02),1913,Arctic,21
Aroostook ,Northern Maine Fair (AK02),1913,Duchess,21
Aroostook ,Northern Maine Fair (AK02),1913,Dudley's Winter,21
Aroostook ,Northern Maine Fair (AK02),1913,Early Scarlet,21
Aroostook ,Northern Maine Fair (AK02),1913,Early Sweet,21
Aroostook ,Northern Maine Fair (AK02),1913,Fameuse,21
Aroostook ,Northern Maine Fair (AK02),1913,Hayford's Sweet,21
Aroostook ,Northern Maine Fair (AK02),1913,Hubbardston Nonesuch,21
Aroostook ,Northern Maine Fair (AK02),1913,Ladies' Sweet,21
Aroostook ,Northern Maine Fair (AK02),1913,Longfield,21
Aroostook ,Northern Maine Fair (AK02),1913,Monroe Sweet,21
Aroostook ,Northern Maine Fair (AK02),1913,Montreal Peach,21
Aroostook ,Northern Maine Fair (AK02),1913,Red Astrachan,21
Aroostook ,Northern Maine Fair (AK02),1913,Tetofsky,21
Aroostook ,Northern Maine Fair (AK02),1913,Walbridge,21
Aroostook ,Northern Maine Fair (AK02),1913,Wealthy,21
Aroostook ,Northern Maine Fair (AK02),1913,Wolf River,21
Aroostook ,Northern Maine Fair (AK02),1913,Yellow Bellflower,21
Aroostook ,Northern Maine Fair (AK02),1913,Yellow Transparent,21
Aroostook ,Northern Maine Fair (AK02),1914,Alexander,25
Aroostook ,Northern Maine Fair (AK02),1914,Araboskoe,25
Aroostook ,Northern Maine Fair (AK02),1914,Arctic,25
Aroostook ,Northern Maine Fair (AK02),1914,Duchess,25
Aroostook ,Northern Maine Fair (AK02),1914,Dudley's Winter,25
Aroostook ,Northern Maine Fair (AK02),1914,Early Scarlet,25
Aroostook ,Northern Maine Fair (AK02),1914,Early Sweet,25
Aroostook ,Northern Maine Fair (AK02),1914,Fameuse,25
Aroostook ,Northern Maine Fair (AK02),1914,Hayford's Sweet,25
Aroostook ,Northern Maine Fair (AK02),1914,Hubbardston Nonesuch,25
Aroostook ,Northern Maine Fair (AK02),1914,Ladies' Sweet,25
Aroostook ,Northern Maine Fair (AK02),1914,Longfield,25
Aroostook ,Northern Maine Fair (AK02),1914,McIntosh Red,25
Aroostook ,Northern Maine Fair (AK02),1914,Monroe Sweet,25
Aroostook ,Northern Maine Fair (AK02),1914,Montreal Peach,25
Aroostook ,Northern Maine Fair (AK02),1914,New Brunswick Greening,25
Aroostook ,Northern Maine Fair (AK02),1914,Quebec Sweet,25
Aroostook ,Northern Maine Fair (AK02),1914,Red Astrachan,25
Aroostook ,Northern Maine Fair (AK02),1914,Sops of Wine,25
Aroostook ,Northern Maine Fair (AK02),1914,Tetofsky,25
Aroostook ,Northern Maine Fair (AK02),1914,Walbridge,25
Aroostook ,Northern Maine Fair (AK02),1914,Wealthy,25
Aroostook ,Northern Maine Fair (AK02),1914,Wolf River,25
Aroostook ,Northern Maine Fair (AK02),1914,Yellow Bellflower,25
Aroostook ,Northern Maine Fair (AK02),1914,Yellow Transparent,25
Aroostook ,Northern Maine Fair (AK02),1915,Alexander,23
Aroostook ,Northern Maine Fair (AK02),1915,Arctic,23
Aroostook ,Northern Maine Fair (AK02),1915,Autumn Strawberry,23
Aroostook ,Northern Maine Fair (AK02),1915,Duchess,23
Aroostook ,Northern Maine Fair (AK02),1915,Dudley's Winter,23
Aroostook ,Northern Maine Fair (AK02),1915,Early Scarlet,23
Aroostook ,Northern Maine Fair (AK02),1915,Early Sweet,23
